Sr_No,Date,Startup_name,Industry_Vertical,SubVertical,City_Location,Investors_name,Investment_Type,Remarks,Amount_USD
2085,22-01-16,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"InstitutioNot specifiedl Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,Not specified,30
2084,22-01-16,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,Not specified,35
2089,25-01-16,SkyCandle,ECommerce,Home Decor Product etailer,New Delhi,GPA group,Private Equity,Not specified,0
2087,25-01-16,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,Not specified,0.15
2088,25-01-16,Power2SME,Consumer Internet,SME Online Buying Hub,Gurugram,"Not specifieddan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,Not specified,21
2090,27-01-16,Teabox,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,Not specified,0
2093,27-01-16,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Funding,Not specified,0
2092,27-01-16,Applicate,Technology,"Sales, Market, Distribution & Data ANot specifiedlytics Platform",Bangalore,Undisclosed investors,Seed Funding,Not specified,1
2091,27-01-16,Buildzar,ECommerce,Construction Material ETailer,Gurugram,Puneet Dalmia,Private Equity,Not specified,4
2096,28-01-16,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit SaxeNot specified, RaghuNot specifieddan G, Singapore Angel Network, TracxnLabs",Seed Funding,Not specified,0
2097,28-01-16,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,Seed Funding,Not specified,0
2095,28-01-16,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,Not specified,0.37
2094,28-01-16,Zebi ,Technology,Data Intelligence & ANot specifiedlytics,Hyderabad,Un disclosed investors,Seed Funding,Not specified,1
2098,29-01-16,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, KrishNot specified Mehra, Sanjay Bakshi",Seed Funding,Not specified,0
2100,29-01-16,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,Not specified,0
2105,29-01-16,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,Not specified,0
2106,29-01-16,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Not specifiedlla,Seed Funding,Not specified,0
2099,29-01-16,Qriyo,Consumer Internet,Online Fitness & EducatioNot specifiedl information Aggregator,Jodhpur,Idein Ventures,Seed Funding,Not specified,0.16
2101,29-01-16,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,Not specified,0.185
2104,29-01-16,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,Not specified,1.1
2103,29-01-16,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,Not specified,5.15
2102,29-01-16,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,Not specified,17
2107,30-01-16,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,Not specified,0
2108,30-01-16,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,Not specified,0
1905,01-02-16,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,Not specified,0
1907,02-02-16,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Funding,Not specified,0
1908,02-02-16,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,Not specified,0.0225
1909,02-02-16,MaaxMarket,Consumer Internet,Marketing Automation platform,Not specified,Multiple investors through Ten Minute Million competition,Seed Funding,Not specified,0.0225
1910,02-02-16,Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple investors through Ten Minute Million competition,Seed Funding,Not specified,0.0225
1911,02-02-16,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,Not specified,0.0225
1906,02-02-16,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,Not specified,4
1915,03-02-16,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,Not specified,0.03
1913,03-02-16,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,Not specified,0.1
1914,03-02-16,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,Not specified,0.1
1912,03-02-16,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,DuNot specifiedmis Ventures Pte Ltd.,Seed Funding,Not specified,1
1916,04-02-16,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,Not specified,0.03
1917,05-02-16,Magic Crate,Education,Children Education Platform,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,Not specified,0
1919,05-02-16,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"VandaNot specified Luthra,",Private Equity,Not specified,0
1920,05-02-16,Turtlemint,Consumer Internet,online persoNot specifiedlized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,Not specified,0
1921,05-02-16,BHIVE Workspace,Real Estate,Workspace Rentals,Bangalore,"RaghuNot specifieddan G, Venturesity, Arihant Patni",Seed Funding,Not specified,0
1924,05-02-16,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,VaraNot specifiedsi,Undisclosed investors,Seed Funding,Not specified,0.052
1923,05-02-16,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,Not specified,0.081
1922,05-02-16,Gingercrush,Ecommerce,PersoNot specifiedlized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, ANot specifiedda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,Not specified,1
1918,05-02-16,ZenDrive,Technology,Safe Driving Data & ANot specifiedlytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,Not specified,13.5
1926,06-02-16,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,Not specified,0
1925,06-02-16,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,Not specified,1
1927,08-02-16,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,Not specified,0
1930,08-02-16,Weddingz.in,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,Not specified,0
1931,08-02-16,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,Not specified,0
1932,08-02-16,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,Not specified,0
1934,08-02-16,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,Not specified,0
1935,08-02-16,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,Not specified,0
1928,08-02-16,iStyleYou,Consumer Internet,PersoNot specifiedl Fashion Stylist App,Gurugram,Green House Ventures (GHV),Seed Funding,Not specified,0.1
1929,08-02-16,AdUrCup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,Not specified,0.1
1933,08-02-16,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,Not specified,12.5
1936,09-02-16,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,Not specified,0
1937,09-02-16,GOQii,Technology,PersoNot specifiedlized fitness coaching & Fitness band,Mumbai,Edelweiss FiNot specifiedcial Services,Private Equity,Not specified,0
1939,10-02-16,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,Not specified,0
1942,10-02-16,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,Not specified,0
1943,10-02-16,ShopKiraNot specified,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Not specifiedir",Seed Funding,Not specified,0
1944,10-02-16,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurugram,Jaideep Mehta,Seed Funding,Not specified,0
1945,10-02-16,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurugram,Sachin Dalal,Seed Funding,Not specified,0
1941,10-02-16,ANot specifieddakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,Not specified,0.15
1938,10-02-16,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,Not specified,0.2
1940,10-02-16,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,Not specified,1.2
1946,12-02-16,ActOnMagic,Technology,Cloud ANot specifiedlytics and MaNot specifiedgement Products,Bangalore,Jayabalan Subramanian,Seed Funding,Not specified,0.125
1947,12-02-16,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,Not specified,1
1948,12-02-16,iGreenEnergy,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,Not specified,1
1949,12-02-16,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,Not specified,4
1952,15-02-16,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,Not specified,0
1953,15-02-16,SNot specifiedpbizz,Technology,Connectivity platform for local grocery stores,Bangalore,Ratan Tata,Private Equity,Not specified,0
1957,15-02-16,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Funding,Not specified,0
1954,15-02-16,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurugram,Mukesh Kumar Gupta,Seed Funding,Not specified,0.05
1955,15-02-16,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,Not specified,0.3
1956,15-02-16,Buddy,FiNot specifiedce,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,Not specified,0.5
1950,15-02-16,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,Not specified,5
1951,15-02-16,SNot specifiedpdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,Not specified,200
1960,16-02-16,SaleBhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahemadabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,Not specified,0
1962,16-02-16,Tring,Consumer Internet,Instant Messaging App,Pune,Vishwadeep Bajaj & Others,Seed Funding,Not specified,0
1963,16-02-16,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,"Rajnish Sinha, Prijit DebNot specifiedth, Kanchan Ghoshal",Seed Funding,Not specified,0
1959,16-02-16,BetterPlace,Technology,Data aNot specifiedlytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Funding,Not specified,0.97
1958,16-02-16,TableHero,Consumer Internet,DyNot specifiedmic Restaurant Website creator,Bangalore,"GrowX Ventures, KuNot specifiedl Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,Not specified,1
1961,16-02-16,iCustomMadeIt,eCommerce,ProfessioNot specifiedl Custom creators Marketplace,Pune,"Brand Capital, SiddhiviNot specifiedyak Skyscrapers, Dinesh R. Challa",Private Equity,Not specified,4
1964,17-02-16,Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Lead Angels,Seed Funding,Not specified,0
1966,17-02-16,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,"Dr Not specifieddish Domlur, Amit Sandill",Seed Funding,Not specified,0
1969,17-02-16,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,Not specified,0
1965,17-02-16,GameZop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,Not specified,0.35
1968,17-02-16,Avanti Learning,Education,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,Not specified,5
1967,17-02-16,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,Not specified,10
1970,18-02-16,GetVee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,Not specified,0
1972,18-02-16,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurugram,"Sujal Shah, Dino Morea",Seed Funding,Not specified,0
1973,18-02-16,Tracxn,Technology,Indian Startup ecosystem trends aNot specifiedlyzer & funding platform,Bangalore,"Not specifieddan Nilekani, Mohandas Pai, Neeraj Arora, ANot specifiedd Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,Not specified,0
1971,18-02-16,HealthKumbh,Consumer Internet,Health related Information portal,Ahemadabad,Undisclosed investor,Seed Funding,Not specified,0.073
1974,18-02-16,CareonGo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,Not specified,0.3
1975,18-02-16,Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,Not specified,0.35
1977,19-02-16,FiNot specifiedce Buddha,Consumer Internet,Online Loan Comparison & Discovery platform,Bangalore,ChenNot specifiedi Angels,Seed Funding,Not specified,0
1978,19-02-16,AlmaConnect,Consumer Internet,Alumni social network,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Funding,Not specified,0
1980,19-02-16,LocalRamu,Consumer Internet,mobile based aggregator for local service providers,Bangalore,3 undisclosed investors,Seed Funding,Not specified,0
1979,19-02-16,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurugram,Purvi Ventures & Others,Seed Funding,Not specified,0.4
1976,19-02-16,Jaypore,ECommerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,Not specified,5
1984,22-02-16,Sigtuple,Technology,Healthcare based Tech Solutions,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,Not specified,0
1987,22-02-16,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,Not specified,0
1986,22-02-16,StyleDotMe,Consumer Internet,Mobile Fashion App,New Delhi,Indian Angel Network,Seed Funding,Not specified,0.037
1983,22-02-16,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Funding,Not specified,0.1
1981,22-02-16,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,Not specified,1
1982,22-02-16,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed India,Private Equity,Not specified,3
1985,22-02-16,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,Not specified,4.5
1989,23-02-16,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,Not specified,0
1988,23-02-16,CupoNot specifiedtion,Consumer Internet,Deals and Discount platform,Gurugram,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,Not specified,11
1991,24-02-16,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Tracxn Syndicate,Seed Funding,Not specified,0
1995,24-02-16,FeetApart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Vishal Bali & Others,Seed Funding,Not specified,0
1994,24-02-16,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding,Not specified,0.15
1990,24-02-16,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,YajNot specifiedarayaNot specified Kammaje,Seed Funding,Not specified,0.16
1993,24-02-16,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,Not specified,0.4
1992,24-02-16,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,Not specified,10
1997,25-02-16,CarveNiche,Consumer Internet,PersoNot specifiedlized Learning Solutions & products,Bangalore,"Calcutta Angels, Lead Angels & Others",Seed Funding,Not specified,0
1999,25-02-16,Funcart,eCommerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding,Not specified,0.07
